language_id,name_en,name_es,name_pt,indigenous_name,alternative_name,iso_639_3_code,language_family,language_family_id,language_family_code,countries,country_codes,ailla_language_url,description,islandora_pid,collection_count,collection_urls,earliest_item_year,latest_item_year,total_items,public_items,earliest_deposit_year,latest_deposit_year,latitude,longitude
357,Tupian,tupiano,tupi,,,tup,South American Indigenous Languages,556.0,sai,French Guiana,GUF,https://ailla.utexas.org/languages/357,,ailla:119851,1,https://ailla.utexas.org/collections/684,1964.0,2015.0,2,1,2014.0,2014.0,,
496,Turkic,túrquica,turcomana,,,trk,,,,Turkey,TUR,https://ailla.utexas.org/languages/496,,ailla:254641,0,,,,0,0,,,,
495,Turkish,turco,turca,Türkçe,,tur,,,,,,https://ailla.utexas.org/languages/495,,ailla:254640,0,,1974.0,1974.0,1,1,2017.0,2017.0,,
347,Tutelo,tutelo,tutelo,,,tta,Siouan,335.0,sio,United States of America,USA,https://ailla.utexas.org/languages/347,,ailla:119841,1,https://ailla.utexas.org/collections/684,1964.0,1964.0,1,1,2014.0,2014.0,,
293,Tuyuca,tuyuca,tuiuca,,"Tuyuka, Dochkafuara, Tejuca",tue,Tukanoan,275.0,sai,Brazil; Colombia,BRA; COL,https://ailla.utexas.org/languages/293,,ailla:119787,2,https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/405,1985.0,2021.0,8,6,2014.0,2022.0,,
533,Tuzanteco,tuzanteco,tuzanteco,,,mhc,Mayan,195.0,myn,Mexico,MEX,https://ailla.utexas.org/languages/533,"Ethnologue says that Tuzanteco is a dialect of Mocho, and they cite T. Kaufman 1967. However, Kaufman told AILLA staff in March 2018 that his early analysis was incorrect and that he now affirms that Tuzanteco and Mocho are distinct languages. Therefore, we have created a separate language record for Tuzanteco, but the language code is the same as Mocho (mhc).",ailla:257342,5,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/553; https://ailla.utexas.org/collections/1006; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/1265,1968.0,1968.0,5,5,2014.0,2017.0,15.2529,-92.2118
197,Tz'utujil,tz'utujil,tsutuil,,Tzutujil,tzj,Mayan,195.0,myn,Guatemala,GTM,https://ailla.utexas.org/languages/197,,ailla:119691,6,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/1621; https://ailla.utexas.org/collections/943; https://ailla.utexas.org/collections/529; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/987,1968.0,2017.0,78,71,2003.0,2020.0,14.6767,-91.2425
175,Tzeltal,tseltal,tseltal,,Bats'il k'op,tzh,Mayan,195.0,myn,Mexico,MEX,https://ailla.utexas.org/languages/175,,ailla:119666,13,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/666; https://ailla.utexas.org/collections/664; https://ailla.utexas.org/collections/665; https://ailla.utexas.org/collections/401; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/553; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/1983; https://ailla.utexas.org/collections/162; https://ailla.utexas.org/collections/1105,1959.0,2017.0,360,354,2006.0,2021.0,16.7102,-92.1189
174,Tzotzil,tsotsil,tsotsil,Bats'i k'op,,tzo,Mayan,195.0,myn,Mexico,MEX,https://ailla.utexas.org/languages/174,,ailla:119665,12,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/666; https://ailla.utexas.org/collections/664; https://ailla.utexas.org/collections/665; https://ailla.utexas.org/collections/668; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/985; https://ailla.utexas.org/collections/1983; https://ailla.utexas.org/collections/1562,1959.0,2017.0,714,180,2002.0,2021.0,16.8094,-92.6253
761,Ukrainian,Ucranio,Ucraniano,українська мова,,ukr,Indo-European,2.0,ine,Ukraine,UA,https://ailla.utexas.org/languages/761,An East Slavic language spoken primarily in Ukraine.,,0,,,,0,0,,,,
614,Ulwa,ulwa,ulwa,,"Woolwa, Sumu, Ulúa",ulw,Misumalpan,365.0,cai,Nicaragua,NIC,https://ailla.utexas.org/languages/614,,ailla:284676,0,,2021.0,2021.0,1,1,2022.0,2022.0,,
68,Unspecified language,idioma no especificado,Idioma não especificado,,,und,,,,,,https://ailla.utexas.org/languages/68,This is not a language but rather a label meant to indicate that a resource or file's language could not be identified.,ailla:119556,1,https://ailla.utexas.org/collections/1064,1997.0,2004.0,3,1,2017.0,2017.0,,
581,Uru,uro,uru,,"Uchumataqu, Iru-Itu, Morato, Muratu",ure,Uru-Chipaya,367.0,sai,Bolivia,BOL,https://ailla.utexas.org/languages/581,,ailla:280068,1,https://ailla.utexas.org/collections/668,2015.0,2015.0,1,1,2021.0,2021.0,,
367,Uru-Chipaya,chipaya-uru,chipaya-uru,,Chipaya-Uru,sai,South American Indigenous Languages,556.0,sai,Bolivia,BOL,https://ailla.utexas.org/languages/367,Language family of Bolivia.,ailla:119861,8,https://ailla.utexas.org/collections/662; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1004; https://ailla.utexas.org/collections/1821,,,0,0,,,,
183,Uspanteko,uspanteco,uspanteca,,,usp,Mayan,195.0,myn,Guatemala,GTM,https://ailla.utexas.org/languages/183,,ailla:119674,4,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/987; https://ailla.utexas.org/collections/415,1968.0,2019.0,135,135,2008.0,2020.0,15.4254,-90.8123
225,Uto-Aztecan,yutoaztecano,uto-asteca,,"yutonahua, Uto-Aztecano",azc,North American Indigenous Languages,557.0,nai,United States of America; Mexico; El Salvador,USA; MEX; SLV,https://ailla.utexas.org/languages/225,,ailla:119719,6,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1701,1964.0,2013.0,9,9,2013.0,2017.0,,
622,Vame,vame,vame,Vamé,"Pǝlasla, Maslava, Pelasla",mlr,Afro-Asiatic,508.0,afa,Cameroon,CMR,https://ailla.utexas.org/languages/622,,ailla:284702,0,,2020.0,2020.0,1,1,2022.0,2022.0,,
579,Waimiri-Atroarí,waimiri-atroarí,waimiri-atroarí,,"Kinã, Atroahy, Atroahí, Atroarí, Atroaí, Atrowari, Atruahí, Ki’nya, Kinja, Kinja Iara",atr,Cariban,354.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/579,,ailla:280066,1,https://ailla.utexas.org/collections/663,2005.0,2005.0,1,0,2021.0,2021.0,,
116,Waiwai,waiwai,waiwai,,"Uaiuai, Ouayeone, Uaieue",waw,Cariban,354.0,sai,Brazil; Guyana,BRA; GUY,https://ailla.utexas.org/languages/116,,ailla:119605,1,https://ailla.utexas.org/collections/527,1954.0,1963.0,11,11,2006.0,2015.0,,
561,Wajiara,wajiara,yurutí,,"Juriti, Yurutiye, Yuruti-Tapuya, Yuruti, Yuriti, Wayhara, Waimasá, Waikana, Waijiara masa-wadyana, Wadzana, Totsoca, Patsoka, Luruty-Tapuya, Juruti, Juriti-Tapuia",yui,Tukanoan,275.0,sai,Brazil; Colombia,BRA; COL,https://ailla.utexas.org/languages/561,Referred to as Yuruti in Elsa Gómez-Imbert's collection.,ailla:274697,0,,1988.0,1988.0,1,1,2020.0,2020.0,,
503,Wakashan,wakash,wakash,,,wak,,,,Canada,CAN,https://ailla.utexas.org/languages/503,,ailla:254666,0,,,,0,0,,,,
103,Wanano,kotiria,guanano,,"Anana, Kótedia, Kótirya, Uanana, Wanâna, Wanana-Pirá, Wanano,Guanano",gvc,Tukanoan,275.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/103,,ailla:119591,4,https://ailla.utexas.org/collections/481; https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/405; https://ailla.utexas.org/collections/984,1974.0,2021.0,59,25,2008.0,2022.0,,
64,Wapishana,wapishana,wapixana,,"Wapixana, Wapitxana, Uapixana, Vapidiana, Wapichan, Wapichana, Wapisana, Wapishshiana",wap,Arawakan,190.0,awd,Brazil; Guyana,BRA; GUY,https://ailla.utexas.org/languages/64,,ailla:119552,1,https://ailla.utexas.org/collections/417,1966.0,1978.0,3,3,2004.0,2004.0,,
23,Warao,warao,warao,,"Warrau, Guarao, Guarauno",wba,South American Indigenous Languages,556.0,sai,Venezuela; Guyana; Suriname,VEN; GUY; SUR,https://ailla.utexas.org/languages/23,,ailla:119510,1,https://ailla.utexas.org/collections/606,1973.0,1988.0,30,30,2002.0,2004.0,,
600,Warekena,guarequena,uarequena,Warekena,"Arequena, Baniva de Guainía, Warekena, Urequema, Uerequema, Guarekena, Baniva de Maroa",gae,Arawakan,190.0,awd,Venezuela,VEN,https://ailla.utexas.org/languages/600,Guarequena,ailla:280088,1,https://ailla.utexas.org/collections/663,2005.0,2005.0,1,1,2021.0,2021.0,,
626,Wari',wari',wari',Pakaásnovos,"Uomo, Jaru, Oro Wari, Orowari, Pacahanovo, Pacaás Novos, Pakaa Nova, Pakaanova, Pakaanovas",pav,South American Indigenous Languages,556.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/626,Member of the Chapacuran language family.,ailla:285357,0,,,,0,0,,,,
593,Wayoró,wayoró,wayoró,,"Ajurú, Wayurú, Wajaru, Uaiora, Ayurú",wyr,Tupian,357.0,tup,Brazil,BRA,https://ailla.utexas.org/languages/593,,ailla:280080,1,https://ailla.utexas.org/collections/665,2011.0,2011.0,1,1,2021.0,2021.0,,
534,Wayuu,Goajiro,wayuu,Wayuunaiki,"Wayúu, Guajira, Guajiro, Uáira, Wahiro, Waiu, Wayu",guc,Arawakan,190.0,awd,Colombia,COL,https://ailla.utexas.org/languages/534,A language of the Guajira Peninsula in Colombia.,ailla:257361,2,https://ailla.utexas.org/collections/668; https://ailla.utexas.org/collections/609,2015.0,2018.0,3,3,2018.0,2021.0,,
582,Wichí Lhamtés Güisnay,wichí lhamtés güisnay,wichí lhamtés güisnay,Wichí Lhamtés,"Matako, Güisnay, Wichí, Mataco, Mataco Güisnay, Mataco Pilcomayo",mzh,Matacoan,369.0,sai,Argentina,ARG,https://ailla.utexas.org/languages/582,The Mataco names are considered pejorative today.,ailla:280069,2,https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/665,2005.0,2005.0,1,1,2021.0,2021.0,,
109,Wichí Lhamtés Nocten,wichí lhamtés nocten,wichí lhamtés nocten,,"Oktenai, Weenhayek, Noctén",mtp,Matacoan,369.0,sai,Argentina,ARG,https://ailla.utexas.org/languages/109,,ailla:119597,1,https://ailla.utexas.org/collections/410,1995.0,1995.0,1,1,2006.0,2006.0,,
72,Wichí Lhamtés Vejoz,wichí lhamtés vejoz,wichí lhamtés vejoz,,"Vejoz, Vejos",wlv,Matacoan,369.0,sai,Argentina,ARG,https://ailla.utexas.org/languages/72,,ailla:119560,3,https://ailla.utexas.org/collections/507; https://ailla.utexas.org/collections/502; https://ailla.utexas.org/collections/1002,1968.0,2011.0,15,3,2004.0,2021.0,,
336,Winnebago,winnebago,winnebago,Hocąk,"Hocank, Hocák, Hocąk Wazijaci, Ho-Chunk, Hochank",win,Siouan,335.0,sio,United States of America,USA,https://ailla.utexas.org/languages/336,,ailla:119830,1,https://ailla.utexas.org/collections/684,1964.0,1964.0,1,1,2014.0,2014.0,,
36,Wounmeu,wounmeu,wounmeu,Wounmeu,"Waunana, Noanama",noa,Choco,3.0,sai,Panama; Colombia,PAN; COL,https://ailla.utexas.org/languages/36,,ailla:119523,4,https://ailla.utexas.org/collections/942; https://ailla.utexas.org/collections/1321; https://ailla.utexas.org/collections/921; https://ailla.utexas.org/collections/1343,1950.0,2013.0,298,8,2003.0,2020.0,,
204,Xavánte,xavante,aquém,Aʼuwẽ,"A’uwe Uptabi, A’we, Akuên, Akwen, Chavante, Crisca, Pusciti, Shavante, Tapacua",xav,Macro-Jê,355.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/204,Xavánte,ailla:119698,1,https://ailla.utexas.org/collections/545,1986.0,1987.0,2,2,2009.0,2012.0,,
141,Xinka,xinka,xinca,,"Xinca, Szinca",xin,Central American Indigenous Languages,558.0,cai,Guatemala,GTM,https://ailla.utexas.org/languages/141,,ailla:119630,4,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1265; https://ailla.utexas.org/collections/1302,1964.0,2013.0,110,110,2008.0,2017.0,,
21,Xokleng,xokleng,xoclengue,Xokleng,"Xokréng, Aweikoma, Botocudos, Bugré, Kaingang, Shokléng, Xakléng, Xogléng, Xokré",xok,Macro-Jê,355.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/21,Xokleng,ailla:119508,1,https://ailla.utexas.org/collections/521,1975.0,1986.0,2,2,2002.0,2012.0,,
31,Yagán,yagán,iagan,,"Yaghan, Yámana, Tequenica, Háusi Kúta",yag,South American Indigenous Languages,556.0,sai,Chile,CHL,https://ailla.utexas.org/languages/31,,ailla:119518,1,https://ailla.utexas.org/collections/1281,1999.0,2001.0,21,3,2009.0,2010.0,,
781,Yagua,Yagua,Yagua,Nijya̱mi̱ Niquejada,Nihamwo; Yihamwo; Yahua; Llagua; Yava; Yegua; Yawa,YAD,South American Indigenous Languages,556.0,sai,Peru,PER,https://ailla.utexas.org/languages/781,"Yagua is a Peba-Yaguan language spoken in the northeastern part of Peru. The Peba-Yaguan family consists of three known languages: Yagua, Peba, and Yameo. However, Yagua is the only extant language of the family. Yagua is a threatened language, and speaker estimates vary from approximately 3000-4000 speakers (Lewis et al. 2016), to just 712 speakers (INEI 2018). Yagua is no longer being transmitted to new generations.",,1,https://ailla.utexas.org/collections/1963,,,0,0,,,,
237,Yaminahua,yaminahua,iaminauá,,"Jaminawá, Yamanawa, Yaminawa, Yuminahua",yaa,Panoan,230.0,sai,Brazil; Peru; Bolivia,BRA; PER; BOL,https://ailla.utexas.org/languages/237,,ailla:119731,1,https://ailla.utexas.org/collections/608,,,0,0,,,,
57,Yanam,yanam,ianam,,Xirixana,shb,Yanomaman,388.0,sai,Venezuela; Brazil,VEN; BRA,https://ailla.utexas.org/languages/57,,ailla:119545,4,https://ailla.utexas.org/collections/417; https://ailla.utexas.org/collections/417; https://ailla.utexas.org/collections/1361; https://ailla.utexas.org/collections/1401,1958.0,1968.0,29,29,2004.0,2005.0,,
388,Yanomaman,yanomamana,ianomâmi,,,sai,South American Indigenous Languages,556.0,sai,Venezuela; Brazil,VEN; BRA,https://ailla.utexas.org/languages/388,A family of languages spoken in southern Venezuela and northwestern Brazil.,ailla:119883,8,https://ailla.utexas.org/collections/662; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1004; https://ailla.utexas.org/collections/1821,,,0,0,,,,
58,Yanomámi,yanomámi,ianomâmi,,"Yanomamé, Parahuri, Suraca, Waicá, Waiká, Xurima, Yanoam, Yanomam",wca,,,,Brazil,BRA,https://ailla.utexas.org/languages/58,,ailla:119546,1,https://ailla.utexas.org/collections/417,1965.0,1965.0,4,4,2004.0,2004.0,,
60,Yanomamö,yanomamö,ianomâmo,,"Yanomami, Cobari Kolabi, Cobariwa, Guaharibo, Guaica, Guajaribo, Shamatari, Yanomame",guu,,,,Venezuela; Brazil,VEN; BRA,https://ailla.utexas.org/languages/60,,ailla:119548,2,https://ailla.utexas.org/collections/417; https://ailla.utexas.org/collections/741,1965.0,2004.0,101,101,2004.0,2020.0,,
598,Yaqui,yaqui,yiqui,Yoeme,"Cahita, Yoem Noki, Hiaki, Hiak-nooki",yaq,Uto-Aztecan,225.0,azc,United States of America; Mexico,USA; MEX,https://ailla.utexas.org/languages/598,,ailla:280085,1,https://ailla.utexas.org/collections/663,2005.0,2005.0,1,0,2021.0,2021.0,,
601,Yavitero,yavitero,iavitero,,"Paraene, Yavitano, Parene",yvt,Arawakan,190.0,awd,Venezuela,VEN,https://ailla.utexas.org/languages/601,,ailla:280089,1,https://ailla.utexas.org/collections/663,2005.0,2005.0,1,1,2021.0,2021.0,,
102,Yawarana,yabarana,iabarana,Yawarana,"Yabarana, Yauarana",yar,Cariban,354.0,sai,Venezuela,VEN,https://ailla.utexas.org/languages/102,"The Yawarana language is spoken, as of 2017, by about 20-30 fluent first-language speakers, the majority above the age of 60. Before 2017, there was little material available on the language, with only three wordlists and an undergraduate thesis on a few morphological aspects.",ailla:119590,2,https://ailla.utexas.org/collections/741; https://ailla.utexas.org/collections/1081,1997.0,2018.0,24,23,2005.0,2023.0,,
473,Yoruba,yoruba,ioruba,Èdè Yorùbá,"Yooba, Yariba",yor,,,,,,https://ailla.utexas.org/languages/473,,ailla:254617,0,,1974.0,1974.0,1,1,2017.0,2017.0,,
466,Yuhup,yuhup,iuhup,Yuhup,"Maku, Makú-Yahup, Yahup, Yahup Makú, Yuhupdeh, Yëhup",yab,Naduhup,402.0,sai,Brazil; Colombia,BRA; COL,https://ailla.utexas.org/languages/466,"Yuhup is a group of about 500 people located in the border between Colombia and Brazil, in the watershed areas between the Tiquié and Apaporis rivers. In Colombia, there are around 200 Yuhup. They live in the south of the Vaupés Department, spread along the Apaporis river and some of its tributaries: Taraira, Jotabeyá and Ugá (Mahecha et al., 2000b: 134). Although they are part of the cultural and linguistic complex of people with nomadic tradition of the Northwest Amazon region, Yuhup people are nowadays sedentary.
[Description provided by Lorena Orjuela, 2017]
Alternative names involving ""Maku"" are pejorative.",ailla:252268,1,https://ailla.utexas.org/collections/405,2006.0,2021.0,4,4,2020.0,2022.0,,
110,Yuki,yuki,iuki,,Bia,yuq,Tupian,357.0,tup,Bolivia,BOL,https://ailla.utexas.org/languages/110,,ailla:119598,1,https://ailla.utexas.org/collections/410,1995.0,1995.0,1,1,2006.0,2006.0,,
580,Yukpa,yukpa,iukpa,Yukpa,"Yupa, Carib Motilón, Japrería, Macoíta, Northern Motilone, Northern Motilón, Yuco, Yucpa, Yuko, Yukpa-Japería",yup,Cariban,354.0,sai,Colombia,COL,https://ailla.utexas.org/languages/580,,ailla:280067,1,https://ailla.utexas.org/collections/663,2005.0,2005.0,1,0,2021.0,2021.0,,
324,Yuman-Cochimí,yumano-cochimí,iumano-cochimí,,,nai,North American Indigenous Languages,557.0,nai,United States of America; Mexico,USA; MEX,https://ailla.utexas.org/languages/324,"A family of languages spoken in Baja California, Sonora, California and Arizona. The family includes the Yuman languages as well as the now-dormant Cochimí language.",ailla:119818,3,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663,1964.0,1986.0,3,3,2013.0,2017.0,,
101,Yuwana,yoana,hoti,Hodï,"Yoana, Yuana, Waruwaru, Chicano, Chikano, Joti, Hoti, Jodi, Ho",yau,South American Indigenous Languages,556.0,sai,Venezuela,VEN,https://ailla.utexas.org/languages/101,,ailla:119589,2,https://ailla.utexas.org/collections/1004; https://ailla.utexas.org/collections/741,1990.0,1997.0,8,8,2006.0,2020.0,,
599,Záparo,záparo,záparo,,"Kayapi, Zápara, Zaparo, Sáparo-Konambo, Sápara, Kayapwe",zro,Zaparoan,383.0,sai,Ecuador,ECU,https://ailla.utexas.org/languages/599,,ailla:280086,1,https://ailla.utexas.org/collections/662,2003.0,2003.0,1,0,2021.0,2021.0,,
383,Zaparoan,zaparoano,zaparoana,,"Zaparoano, Sáparoan, Záparo",sai,South American Indigenous Languages,556.0,sai,Ecuador; Peru,ECU; PER,https://ailla.utexas.org/languages/383,A language family spoken in Peru and Ecuador.,ailla:119878,8,https://ailla.utexas.org/collections/662; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1004; https://ailla.utexas.org/collections/1821,,,0,0,,,,
205,Zapotec,zapoteco,zapoteca  ,,Sapoteko,zap,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/205,,ailla:119699,6,https://ailla.utexas.org/collections/1003; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/302; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/723; https://ailla.utexas.org/collections/550,1964.0,2018.0,45,44,2013.0,2021.0,,
416,"Zapotec, Aloápam",zapoteco de Aloápam,zapoteca de Aloápam,,,zaq,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/416,,ailla:247556,0,,2008.0,2008.0,1,1,2017.0,2017.0,,
297,"Zapotec, Amatlán",zapoteco de Amatlán,zapoteca de Amatlán,Dizhze,"Zapotec, Northwestern Miahuatlán, Zapotec, Logueche, Zapoteco de San Cristóbal Amatlá",zpo,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/297,,ailla:119791,1,https://ailla.utexas.org/collections/1701,2008.0,2010.0,4,4,2014.0,2017.0,,
423,"Zapotec, Asunción Mixtepec",zapoteco de Asunción Mixtepec,zapoteca de Asunción Mixtepec,,North Central Zimatlán Zapotec,zoo,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/423,,ailla:247563,0,,2008.0,2008.0,2,2,2017.0,2017.0,,
84,"Zapotec, Atepec",zapoteco de Atepec,zapoteca de Atepec,,"zapoteco de la Sierra de Juárez, Zapotec, Sierra de Juárez",zaa,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/84,,ailla:119572,6,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1352; https://ailla.utexas.org/collections/963; https://ailla.utexas.org/collections/1121; https://ailla.utexas.org/collections/1701,1983.0,2010.0,79,78,2013.0,2017.0,,
418,"Zapotec, Cajonos",zapoteco de Cajonos,zapoteca de Cajonos,,"San Pedro Cajonos Zapotec, Southern Villa Alta Zapotec, Yaganiza Zapotec",zad,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/418,,ailla:247558,0,,2009.0,2009.0,4,4,2017.0,2017.0,,
227,"Zapotec, Chichicapan",zapoteco de Chichicapan,zapoteca de Chichicapan,,"zapoteco de Ocotlán oriental, Zapotec, Eastern Ocotlán",zpv,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/227,,ailla:119721,2,https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/550,1995.0,2008.0,65,65,2013.0,2017.0,,
281,"Zapotec, Choapan",zapoteco de Choapan,zapoteca de Choapan,,"Zapotec, San Juan Comaltepec, zapoteco de San Juan Comaltepec",zpc,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/281,"Spoken in north central Oaxaca and Comaltepec, Veracruz",ailla:119775,3,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1007; https://ailla.utexas.org/collections/1701,1983.0,2014.0,158,157,2013.0,2017.0,,
374,"Zapotec, Cisyautepecan",zapoteco cisyautepequeño,zapoteca de Cisyautepecan,,,zpm,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/374,"An extensive dialect chain that includes roughly 6 major dialect groupings: Santa María Quiegolani (zpi); Mixtepec (zpm) which includes San Juan and San Pedro Mixtepec and other nearby towns; ISO code ztl is spoken in Santiago Lapaguía, San Juan Guivini, Felipe Lachillo and La Merced del Potrero; ztq refers to a variety spoken in Santa Catarina Quioquitani, Santa Catalina and San Tomás Quierí, Santo Domingo Lachiviló, San Pedro Leapi, and Santiago Lachivía; The Xanica variety (zpr) is spoken in Santiago Xanica, San Antonio Ozolotepec, San Andrés Lovene, and Santa María Coixtepec; the most moribund variety (zax) is spoken in Santa María Xadani and environs; and ISO code ztg refers to the variety spoken in Santa Catarina Xanaguía, San Francisco and San José Ozolotepec.",ailla:119869,1,https://ailla.utexas.org/collections/664,2006.0,2006.0,1,0,2012.0,2012.0,,
83,"Zapotec, Coatec",zapoteco coateco,zapoteca de Coatec,,"Coatlán Zapotec, Western Miahuatlán Zapotec",zps,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/83,"Includes the following dialectal variants: Santa María Coatlán, San Miguel Coatlán, Santo Domingo Coatlán, San Sebastián Coatlán, San Jerónimo Coatlán, San Baltazar Loxicha, Santa Catarina Loxicha. Was once spoken in San Pablo Coatlán, San Gabriel Mixtepec, and others.",ailla:119571,4,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/963; https://ailla.utexas.org/collections/165; https://ailla.utexas.org/collections/1701,1983.0,2009.0,85,83,2005.0,2017.0,,
407,"Zapotec, Coatecas Altas",zapoteco de Coatecas Altas,zapoteca de Coatecas Altas,,,zca,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/407,,ailla:243832,1,https://ailla.utexas.org/collections/165,1999.0,2016.0,3,3,2017.0,2018.0,,
247,"Zapotec, Coatlán",zapoteco de Coatlán,zapoteca de Coatlán,,"Coatec Zapotec, Western Miahuatlán Zapotec",zps,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/247,Northern dialects of Coatec Zapotec.,ailla:119741,4,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/963; https://ailla.utexas.org/collections/165; https://ailla.utexas.org/collections/1701,1995.0,1998.0,25,24,2005.0,2017.0,,
403,"Zapotec, Colonial",zapoteco colonial,zapoteca colonial,,zapotec cordovés,zap,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/403,"Colonial forms of Zapotec described by Juan de Córdova at the end of the 16th century as well as other written sources, chiefly from forms of Zapotec spoken near to Antequera, modern day Oaxaca City.",ailla:243819,6,https://ailla.utexas.org/collections/1003; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/302; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/723; https://ailla.utexas.org/collections/550,1988.0,2007.0,22,22,2014.0,2017.0,,
406,"Zapotec, El Alto",zapoteco de El Alto,zapoteca do Alto,,,zpp,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/406,,ailla:243830,0,,1999.0,1999.0,1,1,2017.0,2017.0,,
448,"Zapotec, El Alto, San Antonino","zapotec de El Alto, San Antonino",zapoteca do Alto de San Antonio,,,zpp,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/448,,ailla:248243,0,,2009.0,2009.0,1,1,2017.0,2017.0,,
452,"Zapotec, El Alto, San Mateo Mixtepec","zapoteco de El Alto, San Mateo Mixtepec",zapoteca do Alto de San Mateo Mixtepec,,,zpp,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/452,,ailla:252024,0,,2008.0,2008.0,2,2,2017.0,2017.0,,
457,"Zapotec, El Alto, San Pedro","zapoteco de El Alto, San Pedro",zapoteca do Alto de San Pedro,,,zpp,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/457,,ailla:252113,0,,2008.0,2008.0,1,1,2017.0,2017.0,,
436,"Zapotec, Elotepec",zapoteco de Elotepec,zapoteca de Elotepec,,Papabuco,zte,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/436,,ailla:247577,0,,1983.0,2008.0,2,2,2014.0,2017.0,,
